Entry	Reviewed	Entry Name	Gene Names	EC number	Gene Ontology (GO)	Organism (ID)
D8GKM7	unreviewed	D8GKM7_CLOLD	hypF CLJU_c23090	6.2.-.-	acylphosphatase activity [GO:0003998]; carboxyl- or carbamoyltransferase activity [GO:0016743]; double-stranded RNA binding [GO:0003725]; ligase activity [GO:0016874]; zinc ion binding [GO:0008270]; protein maturation [GO:0051604]	748727
D8GKR4	unreviewed	D8GKR4_CLOLD	ispF CLJU_c01570	4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity [GO:0008685]; metal ion binding [GO:0046872]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]	748727
D8GKT0	unreviewed	D8GKT0_CLOLD	metS metG CLJU_c01730	6.1.1.10	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; methionine-tRNA ligase activity [GO:0004825]; tRNA binding [GO:0000049]; methionyl-tRNA aminoacylation [GO:0006431]	748727
D8GKT4	unreviewed	D8GKT4_CLOLD	rsmA ksgA CLJU_c01770	2.1.1.182	cytoplasm [GO:0005737]; 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908]; RNA binding [GO:0003723]	748727
D8GKU6	unreviewed	D8GKU6_CLOLD	ileS CLJU_c01890	6.1.1.5	cytoplasm [GO:0005737]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; isoleucine-tRNA ligase activity [GO:0004822]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; isoleucyl-tRNA aminoacylation [GO:0006428]	748727
D8GKW7	unreviewed	D8GKW7_CLOLD	cphA CLJU_c02100	6.3.2.29; 6.3.2.30	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; cyanophycin synthetase activity (L-arginine-adding) [GO:0071161]; cyanophycin synthetase activity (L-aspartate-adding) [GO:0071160]; metal ion binding [GO:0046872]; tetrahydrofolylpolyglutamate synthase activity [GO:0004326]	748727
D8GKX9	unreviewed	D8GKX9_CLOLD	rho CLJU_c02220	3.6.4.-	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on RNA [GO:0008186]; helicase activity [GO:0004386]; RNA binding [GO:0003723]; DNA-templated transcription termination [GO:0006353]	748727
D8GKY2	unreviewed	D8GKY2_CLOLD	hemK prmC CLJU_c02250	2.1.1.297	nucleic acid binding [GO:0003676]; protein-(glutamine-N5) methyltransferase activity [GO:0102559]; protein-glutamine N-methyltransferase activity [GO:0036009]; methylation [GO:0032259]	748727
D8GKY9	unreviewed	D8GKY9_CLOLD	upp CLJU_c02320	2.4.2.9	GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; uracil phosphoribosyltransferase activity [GO:0004845]; UMP salvage [GO:0044206]; uracil salvage [GO:0006223]	748727
D8GKZ5	unreviewed	D8GKZ5_CLOLD	atpE CLJU_c02380		plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; hydrolase activity [GO:0016787]; lipid binding [GO:0008289]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	748727
D8GKZ6	unreviewed	D8GKZ6_CLOLD	atpF CLJU_c02390		plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; hydrolase activity [GO:0016787]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	748727
D8GKZ8	unreviewed	D8GKZ8_CLOLD	atpA CLJU_c02410	7.1.2.2	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	748727
D8GL00	unreviewed	D8GL00_CLOLD	atpD CLJU_c02430	7.1.2.2	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	748727
D8GL03	unreviewed	D8GL03_CLOLD	murA CLJU_c02460	2.5.1.7	cytoplasm [GO:0005737]; UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity [GO:0008760]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylgalactosamine biosynthetic process [GO:0019277]	748727
D8GL10	unreviewed	D8GL10_CLOLD	metK1 metK CLJU_c02580	2.5.1.6	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; methionine adenosyltransferase activity [GO:0004478]; one-carbon metabolic process [GO:0006730]; S-adenosylmethionine biosynthetic process [GO:0006556]	748727
D8GL11	unreviewed	D8GL11_CLOLD	recD recD2 CLJU_c02590	5.6.2.3	5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; isomerase activity [GO:0016853]	748727
D8GL15	unreviewed	D8GL15_CLOLD	secA CLJU_c02630	7.4.2.8	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605]	748727
D8GL37	unreviewed	D8GL37_CLOLD	trmU mnmA CLJU_c23380	2.8.1.13	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; methyltransferase activity [GO:0008168]; tRNA binding [GO:0000049]; tRNA-uridine 2-sulfurtransferase activity [GO:0103016]; methylation [GO:0032259]; tRNA modification [GO:0006400]	748727
D8GL38	unreviewed	D8GL38_CLOLD	nifS2 iscS CLJU_c23390	2.8.1.7	cytoplasm [GO:0005737]; 2 iron, 2 sulfur cluster binding [GO:0051537]; cysteine desulfurase activity [GO:0031071]; metal ion binding [GO:0046872]; pyridoxal phosphate binding [GO:0030170]; [2Fe-2S] cluster assembly [GO:0044571]; amino acid metabolic process [GO:0006520]	748727
D8GL46	unreviewed	D8GL46_CLOLD	topA3 topB CLJU_c23470	5.6.2.1	DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; magnesium ion binding [GO:0000287]; DNA topological change [GO:0006265]	748727
D8GL52	unreviewed	D8GL52_CLOLD	nifH4 nifH CLJU_c23530	1.18.6.1	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; carbonyl sulfide nitrogenase activity [GO:0018697]; metal ion binding [GO:0046872]; nitrogenase activity [GO:0016163]; nitrogen fixation [GO:0009399]	748727
D8GLB4	unreviewed	D8GLB4_CLOLD	gcvPB CLJU_c24150	1.4.4.2	cytosol [GO:0005829]; glycine cleavage complex [GO:0005960]; glycine binding [GO:0016594]; glycine dehydrogenase (decarboxylating) activity [GO:0004375]; pyridoxal phosphate binding [GO:0030170]; glycine decarboxylation via glycine cleavage system [GO:0019464]	748727
D8GLB7	unreviewed	D8GLB7_CLOLD	gcvT CLJU_c24180	2.1.2.10	glycine cleavage complex [GO:0005960]; aminomethyltransferase activity [GO:0004047]; methyltransferase activity [GO:0008168]; transaminase activity [GO:0008483]; glycine decarboxylation via glycine cleavage system [GO:0019464]; methylation [GO:0032259]	748727
D8GLD2	unreviewed	D8GLD2_CLOLD	metA metAA CLJU_c24330	2.3.1.31	cytoplasm [GO:0005737]; homoserine O-acetyltransferase activity [GO:0004414]; homoserine O-succinyltransferase activity [GO:0008899]; L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine [GO:0019281]	748727
D8GLJ9	unreviewed	D8GLJ9_CLOLD	uvrB CLJU_c03110		cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]	748727
D8GLK0	unreviewed	D8GLK0_CLOLD	uvrA1 uvrA CLJU_c03120		cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; zinc ion binding [GO:0008270]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]	748727
D8GLK6	unreviewed	D8GLK6_CLOLD	murB CLJU_c03180	1.3.1.98	cytoplasm [GO:0005737]; FAD binding [GO:0071949]; UDP-N-acetylmuramate dehydrogenase activity [GO:0008762]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	748727
D8GLS0	unreviewed	D8GLS0_CLOLD	dapA CLJU_c03840	4.3.3.7	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	748727
D8GLZ9	unreviewed	D8GLZ9_CLOLD	azoR CLJU_c25150	1.6.5.-; 1.7.1.17	electron transfer activity [GO:0009055]; FMN binding [GO:0010181]; hydrolase activity [GO:0016787]; oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor [GO:0016652]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]	748727
D8GM06	unreviewed	D8GM06_CLOLD	carA CLJU_c25220	6.3.5.5	ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; glutaminase activity [GO:0004359]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; arginine biosynthetic process [GO:0006526]; glutamine metabolic process [GO:0006541]	748727
D8GM17	unreviewed	D8GM17_CLOLD	CLJU_c25330	4.1.3.34; 4.1.3.6	ATP-independent citrate lyase complex [GO:0009346]; cytoplasm [GO:0005737]; citrate (pro-3S)-lyase activity [GO:0008815]; citryl-CoA lyase activity [GO:0008816]; metal ion binding [GO:0046872]; acetyl-CoA metabolic process [GO:0006084]	748727
D8GMA2	unreviewed	D8GMA2_CLOLD	dapA1 dapA CLJU_c04300	4.3.3.7	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]	748727
D8GMB2	unreviewed	D8GMB2_CLOLD	carA CLJU_c04400	6.3.5.5	carbamoyl-phosphate synthase complex [GO:0005951]; ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; glutaminase activity [GO:0004359]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; arginine biosynthetic process [GO:0006526]; glutamine metabolic process [GO:0006541]	748727
D8GMC0	unreviewed	D8GMC0_CLOLD	hemA CLJU_c04480	1.2.1.70	glutamyl-tRNA reductase activity [GO:0008883]; NADP binding [GO:0050661]; protoporphyrinogen IX biosynthetic process from glutamate [GO:0019353]	748727
D8GMC1	unreviewed	D8GMC1_CLOLD	hemL CLJU_c04490	5.4.3.8	cytoplasm [GO:0005737]; glutamate-1-semialdehyde 2,1-aminomutase activity [GO:0042286]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; protoporphyrinogen IX biosynthetic process [GO:0006782]	748727
D8GMG2	unreviewed	D8GMG2_CLOLD	nifH CLJU_c04900	1.18.6.1	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; carbonyl sulfide nitrogenase activity [GO:0018697]; metal ion binding [GO:0046872]; nitrogenase activity [GO:0016163]; nitrogen fixation [GO:0009399]	748727
D8GMG6	unreviewed	D8GMG6_CLOLD	nifK1 CLJU_c04940	1.18.6.1	molybdenum-iron nitrogenase complex [GO:0016612]; ATP binding [GO:0005524]; carbonyl sulfide nitrogenase activity [GO:0018697]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; nitrogenase activity [GO:0016163]; nitrogen fixation [GO:0009399]	748727
D8GMK7	unreviewed	D8GMK7_CLOLD	CLJU_c05350	5.1.3.13	cytosol [GO:0005829]; dTDP-4-dehydrorhamnose 3,5-epimerase activity [GO:0008830]; dTDP-rhamnose biosynthetic process [GO:0019305]; extracellular polysaccharide biosynthetic process [GO:0045226]	748727
D8GMT6	unreviewed	D8GMT6_CLOLD	birA CLJU_c26660	6.3.4.15	ATP binding [GO:0005524]; biotin-[acetyl-CoA-carboxylase] ligase activity [GO:0004077]; DNA binding [GO:0003677]; transferase activity [GO:0016740]; protein modification process [GO:0036211]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GMT7	unreviewed	D8GMT7_CLOLD	CLJU_c26670	3.4.19.-	cytoplasm [GO:0005737]; beta-aspartyl-peptidase activity [GO:0008798]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides [GO:0016812]; metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]; proteolysis [GO:0006508]	748727
D8GMU4	unreviewed	D8GMU4_CLOLD	glnS CLJU_c26740	6.1.1.18	cytosol [GO:0005829]; ATP binding [GO:0005524]; glutamine-tRNA ligase activity [GO:0004819]; glutaminyl-tRNA aminoacylation [GO:0006425]; glutamyl-tRNA aminoacylation [GO:0006424]	748727
D8GMZ6	unreviewed	D8GMZ6_CLOLD	hcp CLJU_c27260	1.7.99.1	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; hydroxylamine reductase activity [GO:0050418]; metal ion binding [GO:0046872]	748727
D8GN00	unreviewed	D8GN00_CLOLD	grdA CLJU_c27310	1.21.4.2; 1.21.4.3; 1.21.4.4	glycine reductase complex [GO:0030700]; betaine reductase activity [GO:0033795]; glycine reductase activity [GO:0030699]; sarcosine reductase activity [GO:0033794]	748727
D8GN16	unreviewed	D8GN16_CLOLD	CLJU_c05580	5.1.3.13	cytosol [GO:0005829]; dTDP-4-dehydrorhamnose 3,5-epimerase activity [GO:0008830]; dTDP-rhamnose biosynthetic process [GO:0019305]; extracellular polysaccharide biosynthetic process [GO:0045226]	748727
D8GN58	unreviewed	D8GN58_CLOLD	proA CLJU_c06000	1.2.1.41	cytoplasm [GO:0005737]; glutamate-5-semialdehyde dehydrogenase activity [GO:0004350]; NADP binding [GO:0050661]; L-proline biosynthetic process [GO:0055129]	748727
D8GN77	unreviewed	D8GN77_CLOLD	gatD CLJU_c06190	3.5.1.2; 6.3.5.13	carbon-nitrogen ligase activity on lipid II [GO:0140282]; glutaminase activity [GO:0004359]; cell wall organization [GO:0071555]; cobalamin biosynthetic process [GO:0009236]; glutamine metabolic process [GO:0006541]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	748727
D8GN79	unreviewed	D8GN79_CLOLD	pck pckA CLJU_c06210	4.1.1.49	cytosol [GO:0005829]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; phosphoenolpyruvate carboxykinase (ATP) activity [GO:0004612]; gluconeogenesis [GO:0006094]	748727
D8GN80	unreviewed	D8GN80_CLOLD	uppP CLJU_c06220	3.6.1.27	plasma membrane [GO:0005886]; undecaprenyl-diphosphatase activity [GO:0050380]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]	748727
D8GN89	unreviewed	D8GN89_CLOLD	CLJU_c06370	2.7.6.3; 4.1.2.25	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity [GO:0003848]; ATP binding [GO:0005524]; dihydroneopterin aldolase activity [GO:0004150]; kinase activity [GO:0016301]; folic acid biosynthetic process [GO:0046656]; tetrahydrofolate biosynthetic process [GO:0046654]	748727
D8GNB1	unreviewed	D8GNB1_CLOLD	metH1 CLJU_c06650	2.1.1.13	cobalamin binding [GO:0031419]; metal ion binding [GO:0046872]; methionine synthase activity [GO:0008705]; methylation [GO:0032259]; pteridine-containing compound metabolic process [GO:0042558]	748727
D8GNB6	unreviewed	D8GNB6_CLOLD	argG CLJU_c06700	6.3.4.5	cytoplasm [GO:0005737]; argininosuccinate synthase activity [GO:0004055]; ATP binding [GO:0005524]; arginine biosynthetic process [GO:0006526]	748727
D8GNG2	unreviewed	D8GNG2_CLOLD	selA CLJU_c27710	2.9.1.1	cytoplasm [GO:0005737]; L-seryl-tRNA(Sec) selenium transferase activity [GO:0004125]; selenocysteine incorporation [GO:0001514]	748727
D8GNG3	unreviewed	D8GNG3_CLOLD	selD CLJU_c27720	2.7.9.3	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; selenide, water dikinase activity [GO:0004756]; selenocysteine biosynthetic process [GO:0016260]	748727
D8GNH0	unreviewed	D8GNH0_CLOLD	grdA CLJU_c27790	1.21.4.2; 1.21.4.3; 1.21.4.4	glycine reductase complex [GO:0030700]; betaine reductase activity [GO:0033795]; glycine reductase activity [GO:0030699]; sarcosine reductase activity [GO:0033794]	748727
D8GNL1	unreviewed	D8GNL1_CLOLD	speE CLJU_c28200	2.5.1.16	spermidine synthase activity [GO:0004766]; spermidine biosynthetic process [GO:0008295]	748727
D8GNL6	unreviewed	D8GNL6_CLOLD	add CLJU_c28280	3.5.4.4	2'-deoxyadenosine deaminase activity [GO:0046936]; adenosine deaminase activity [GO:0004000]; zinc ion binding [GO:0008270]; nucleotide metabolic process [GO:0009117]; purine ribonucleoside monophosphate biosynthetic process [GO:0009168]	748727
D8GNM3	unreviewed	D8GNM3_CLOLD	thiI CLJU_c28350	2.8.1.4	cytosol [GO:0005829]; ATP binding [GO:0005524]; CCA tRNA nucleotidyltransferase activity [GO:0004810]; tRNA binding [GO:0000049]; tRNA-uracil-4 sulfurtransferase activity [GO:0140741]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]; thiazole biosynthetic process [GO:0052837]; tRNA 4-thiouridine biosynthesis [GO:0002937]	748727
D8GNR6	unreviewed	D8GNR6_CLOLD	nadE CLJU_c06920	6.3.5.1	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glutaminase activity [GO:0004359]; NAD+ synthase (glutamine-hydrolyzing) activity [GO:0003952]; NAD+ synthase activity [GO:0008795]; NAD biosynthetic process [GO:0009435]	748727
D8GNS2	unreviewed	D8GNS2_CLOLD	addB CLJU_c06980	3.1.-.-	4 iron, 4 sulfur cluster binding [GO:0051539]; 5'-3' exonuclease activity [GO:0008409]; ATP binding [GO:0005524]; double-stranded DNA binding [GO:0003690]; helicase activity [GO:0004386]; metal ion binding [GO:0046872]; double-strand break repair via homologous recombination [GO:0000724]	748727
D8GNU4	unreviewed	D8GNU4_CLOLD	CLJU_c07200	3.6.1.9	cytoplasm [GO:0005737]; dTTP diphosphatase activity [GO:0036218]; UTP diphosphatase activity [GO:0036221]; nucleotide metabolic process [GO:0009117]	748727
D8GNV3	unreviewed	D8GNV3_CLOLD	rodA CLJU_c07290	2.4.99.28	plasma membrane [GO:0005886]; peptidoglycan glycosyltransferase activity [GO:0008955]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	748727
D8GNW3	unreviewed	D8GNW3_CLOLD	obgE obg CLJU_c07390	3.6.5.-	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; magnesium ion binding [GO:0000287]; ribosome biogenesis [GO:0042254]	748727
D8GNW8	unreviewed	D8GNW8_CLOLD	dacA1 CLJU_c07440	3.4.16.4	membrane [GO:0016020]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]	748727
D8GNX0	unreviewed	D8GNX0_CLOLD	selD CLJU_c07460	2.7.9.3	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; selenide, water dikinase activity [GO:0004756]; selenocysteine biosynthetic process [GO:0016260]	748727
D8GNZ5	unreviewed	D8GNZ5_CLOLD	hcp CLJU_c07730	1.7.99.1	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; hydroxylamine reductase activity [GO:0050418]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]; response to hydrogen peroxide [GO:0042542]	748727
D8GP13	unreviewed	D8GP13_CLOLD	gpr CLJU_c07910	3.4.24.78	metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]; spore germination [GO:0009847]	748727
D8GP21	unreviewed	D8GP21_CLOLD	dnaJ CLJU_c07990		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]; DNA replication [GO:0006260]; protein folding [GO:0006457]; response to heat [GO:0009408]	748727
D8GP45	unreviewed	D8GP45_CLOLD	aroE CLJU_c28750	1.1.1.25	NADP binding [GO:0050661]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]; shikimate metabolic process [GO:0019632]	748727
